anime_id,name,genre,type,episodes,rating,members
19769,Mahou Sensou,"Action, Fantasy, Magic",TV,12,6.18,104192
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,"Comedy, Slice of Life",TV,12,4.92,5888
6397,Tentou Mushi no Uta,"Drama, Slice of Life",TV,104,6.48,249
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449
2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2,6.58,1663
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Hentai,OVA,2,7.16,5018
31422,Minami Kamakura Koukou Joshi Jitensha-bu,"School, Shounen, Sports",TV,Unknown,,2216
268,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6,8.05,113040
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,1603
32324,Major 2nd,"Shounen, Sports",Special,1,6.65,458
29123,World Calling,Music,Music,1,6.28,578
1413,Lupin III: Alcatraz Connection,"Action, Adventure, Comedy, Shounen",Special,1,7.29,3242
9820,"McDull, the Alumni",Comedy,Movie,1,6.38,83
31740,Chicchana Onaka,Hentai,OVA,3,6.32,2298
18845,Ninja Hattori-kun (2012),Comedy,TV,52,6.5,282
4484,"Umi no Yami, Tsuki no Kage","Drama, Horror, Romance",OVA,3,6.27,483
33759,Feng Wei Ying Xiong,"Action, Fantasy",ONA,12,7.19,53
517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,7.85,40868
27747,Jokei Kazoku III: Himitsu - The Anime,Hentai,OVA,1,6.32,1316
10824,Ranma ½: DoCo Music Video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.1,1775
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"Comedy, Romance, Slice of Life",Special,1,7.13,19538
27497,Sore Ike! Anpanman: Kieta Jam Ojisan,"Adventure, Fantasy, Kids",Special,1,5.8,69
18095,Nourin,"Comedy, Ecchi, Romance, School",TV,12,6.98,76069
28497,Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,7.63,218747
19185,HORIZON feat. Hatsune Miku,Music,Music,1,5.88,1297
24549,Naniwabushi Daisuki,"Drama, Historical, Sports",Special,1,7.0,49
681,Tenbatsu Angel Rabbie☆,"Comedy, Magic, Sci-Fi",OVA,1,5.27,1192
32607,Gi(a)rlish Number,Slice of Life,TV,12,7.11,35072
2453,Dennou Sentai Voogie&#039;s★Angel,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3,5.69,1132
23933,Kyutai Panic Adventure!,"Action, Martial Arts, Shounen, Super Power",Special,1,5.21,700
5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,"Mecha, Sci-Fi, Space",OVA,4,6.28,419
29844,Nekoronde TV.,Comedy,TV,12,4.55,46
422,Stratos 4 OVA,"Comedy, Military, Sci-Fi, Shounen",OVA,2,6.86,2133
3702,Detroit Metal City,"Comedy, Music",OVA,12,8.26,104893
25689,Hyakka Ryouran: Samurai After,"Ecchi, Harem",OVA,2,6.8,9014
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Parody, School, Slice of Life",TV,12,6.88,2007
3251,Hatara Kids Mai Ham Gumi,"Action, Kids",TV,50,5.54,190
3998,Tokumu Sousakan Rei &amp; Fuko,"Hentai, Horror, Supernatural",OVA,4,6.37,1591
3355,Fortune Dogs,Adventure,TV,39,6.8,400
2580,Tsukuyomi: Moon Phase Special,"Comedy, Dementia, Slice of Life",Special,1,6.8,8030
16331,Next A-Class,"Action, Cars, Sci-Fi",ONA,1,6.53,4394
31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,5.85,469
33882,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,"Comedy, Police",Special,2,7.0,135
3393,Dark,Hentai,OVA,2,5.75,1310
2644,Doraemon: Treasure of the Shinugumi Mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,405
617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1,7.67,55697
12799,Xevious,"Action, Adventure, Sci-Fi, Space",Movie,1,5.73,184
18273,Heungnyongwanggwa Bihodongja,"Action, Adventure, Martial Arts, Shounen",Movie,1,3.8,98
16780,Gongnyong Baengmannyeon Ttori,"Action, Adventure, Shounen",Movie,1,4.0,76
33236,Committed RED,Music,Music,1,6.03,140
22593,Potecco Babies (2011),Comedy,ONA,12,4.85,118
30341,Tarzan,Dementia,Movie,1,5.43,130
12613,Morizo to Kikkoro,Kids,TV,52,5.42,76
22097,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5,8.06,52351
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763
16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1,7.71,135604
3472,Tenrankai no E,Comedy,Movie,1,6.46,1065
30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),"School, Shoujo",ONA,4,6.46,546
22627,Santa-san to Tonakai Kuppi,"Fantasy, Kids",OVA,1,5.64,71
5920,Xanadu Dragonslayer Densetsu,"Adventure, Comedy, Fantasy",OVA,1,6.09,307
28891,Haikyuu!! Second Season,"Comedy, Drama, School, Shounen, Sports",TV,25,8.93,179342
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,19772
31762,King of Prism by Pretty Rhythm,"Music, Shoujo, Sports",Movie,1,6.34,2897
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,Horror,OVA,1,5.87,418
17137,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,"Adventure, Drama, Fantasy, Shoujo",OVA,1,7.47,1313
27921,Genkichi Jiisan to Kogitsune,"Drama, Kids",OVA,1,6.6,54
4024,Sanrio Anime Sekai Meisaku Gekijou,"Adventure, Fantasy, Kids",TV,13,6.35,611
548,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
6163,Kuroshitsuji Recap,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.32,20616
31065,Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,"Action, Sci-Fi",Special,1,6.24,1379
11695,Ultraman Graffiti,"Action, Comedy, Parody, Super Power",OVA,6,5.25,123
8645,Kitte no Nai Okurimono,"Kids, Music",Music,1,5.09,223
26321,Soba no Hana Saita Hi,"Drama, Kids",OVA,1,6.2,45
30927,"Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi, Hidari, Migi","Drama, Fantasy, Kids",OVA,1,4.67,35
7592,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",TV,24,7.78,122976
3597,Fantasia,"Comedy, Drama, Fantasy, Magic, Romance",OVA,1,5.58,877
12437,Yuri Seijin Naoko-san (2012),Comedy,OVA,1,6.66,6578
22499,Kitty to Mimmy no Happy Birthday,"Fantasy, Kids",OVA,1,6.54,80
2417,Saigo no Door wo Shimero!,"Comedy, Drama, Romance, Yaoi",OVA,1,6.76,9076
29231,Fushigiboshi no☆Futagohime Gyu! Recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220
19973,Ashita no Joe Pilots,"Drama, Sports",Special,2,6.5,953
5583,Sonic: Night of the WereHog,Action,ONA,1,6.63,3424
2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,"Action, Drama, Mecha",OVA,1,6.5,653
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"Adventure, Comedy, Fantasy, Kids",Special,1,6.78,6907
28921,Disney Tsum Tsum,Kids,TV,Unknown,6.61,359
14347,Ryo,"Action, Drama, Historical, Samurai",Movie,1,6.01,8687
22459,Hello Kitty no Shoukoujo,"Fantasy, Kids",OVA,1,6.47,94
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy,Special,7,6.63,14515
10668,Imouto Paradise!,Hentai,OVA,2,6.83,7713
6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8.32,283069
5838,Furudera no Obake-soudou,"Action, Adventure",Movie,1,5.04,531
9330,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",TV,12,6.93,94922
3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,107384
18177,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports",OVA,1,7.49,10737
3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,"Action, Adventure, Super Power",OVA,1,6.35,437
10943,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",Movie,1,6.73,107
32145,Peeping Life: The Perfect Extension Specials,"Comedy, Slice of Life",Special,2,5.7,75
1116,Junkers Come Here,"Drama, Slice of Life",Movie,1,7.29,2858
6491,Scandal,"Music, Slice of Life",ONA,12,5.56,1062
28759,Harbor Tale,"Adventure, Fantasy",Movie,1,7.67,65
12485,Gregory Horror Show: The Bloody Karte,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",Special,12,6.31,399
9447,Byulbyul Iyagi 2,"Drama, Psychological",Movie,6,5.86,122
32564,Tokiwa Kitareri!!,"Action, Magic, Shounen",Special,1,5.83,176
5830,Tsurupika Hagemaru-kun,"Comedy, Kids",TV,59,7.0,322
22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,"Comedy, Horror, Kids, Shounen",Movie,1,6.22,83
5593,Dogs: Bullets &amp; Carnage,"Action, Seinen",OVA,4,7.46,44826
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517
31433,Ginga Eiyuu Densetsu (2017),"Action, Drama, Military, Sci-Fi, Space",,Unknown,,3969
2078,Landlock,"Adventure, Fantasy, Sci-Fi",OVA,2,5.81,965
951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142,7.86,4739
1004,Kanojo to Kanojo no Neko,"Drama, Psychological, Romance, Slice of Life",OVA,1,7.52,53463
17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,Horror,OVA,1,6.39,1704
8928,Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Dementia,Movie,9,6.22,267
33861,Nani no Yaku ni Mo Tatanai Karappona Hanashi,Comedy,ONA,2,3.5,33
7915,Otaku no Seiza,"Comedy, Parody",OVA,2,6.01,378
1225,3x3 Eyes Seima Densetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892
6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",TV,12,7.2,121005
33145,Detective Conan: Nazo no Suisei Kaijuu wo Oe!,Mystery,OVA,1,6.62,976
3932,Magnerobo Ga-Keen,"Action, Mecha, Sci-Fi",TV,39,6.49,416
6616,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,"Action, Romance, Samurai, Sci-Fi",Special,1,6.25,1335
18671,Chuunibyou demo Koi ga Shitai! Ren,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.6,208885
3540,Henbou Moral Hazard,Hentai,OVA,1,4.88,552
29910,Qin Shiming Yue 3D: Dianying Longteng Wanli,"Action, Fantasy, Historical, Martial Arts",Movie,1,6.91,254
27393,Kyuumei Senshi Nanosaver,"Adventure, Shounen",TV,28,5.75,62
3439,Darcrows,Hentai,OVA,2,5.86,1624
16021,Miracle Psychicer Seizan,"Action, Adventure, Fantasy",OVA,5,7.12,97
32983,Natsume Yuujinchou Go,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.76,38865
25139,Oh! My Konbu,"Comedy, Shounen, Slice of Life",TV,22,6.38,70
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.86,20397
10737,A-Channel: +A-Channel,"Comedy, School, Seinen, Slice of Life",Special,11,7.05,12631
9316,Toushindai My Lover: Minami tai Mecha-Minami,Hentai,OVA,1,4.15,211
3424,Porphy no Nagai Tabi,"Drama, Historical, Kids, Slice of Life",TV,52,7.11,1335
376,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",Special,1,7.34,116129
32031,Leopard Eyes,Music,Music,1,6.62,473
12505,C³ Special,"Action, Comedy, Ecchi, School, Supernatural",Special,1,6.9,18468
32823,Long Zai Na Li,"Adventure, Comedy",Movie,1,7.5,40
7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,122531
33164,Musaigen no Phantom World: Limitless Phantom World,"Comedy, Fantasy, Supernatural",Special,7,6.09,6401
2618,Takarajima,"Adventure, Drama, Historical, Mystery",TV,26,8.04,5306
2640,Doraemon: It&#039;s Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487
23011,Otoko Doahou! Koushien,"Action, Sports",TV,156,6.6,86
3764,Chouon Senshi Borgman 2: Shin Seiki 2058,"Action, Demons, Sci-Fi, Shounen",OVA,3,6.14,319
1101,Tenchi Muyou! Manatsu no Eve,"Action, Comedy, Sci-Fi, Shounen, Space",Movie,1,7.21,10523
32843,Senki Zesshou Symphogear 5th Season,"Action, Music, Sci-Fi",TV,Unknown,,1556
18561,Mahou no Hiroba,Music,Music,1,4.43,182
1123,Beet the Vandel Buster Excellion,"Adventure, Fantasy, Shounen, Supernatural",TV,25,6.82,5198
2095,Salamander,"Adventure, Sci-Fi",OVA,3,6.15,597
2209,V.G.Neo The Animation,"Action, Hentai, Martial Arts",OVA,3,5.88,2028
32819,Xiong Chu Mo Zhi Conglin Zhongdongyuan,"Comedy, Kids",TV,104,5.67,35
12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",Movie,1,6.79,610
18521,GUNbare! Game Tengoku 2 the Movie,"Action, Adventure, Comedy",OVA,1,5.09,88
31478,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural",TV,12,7.76,187805
9535,Gongitsune,Adventure,Movie,1,7.22,312
2355,Devilman: Yochou Sirene-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858
23085,Kikansha Sensei,"Comedy, School, Slice of Life",Movie,1,6.67,76
8108,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"Adventure, Comedy, Kids",Movie,1,6.68,1028
5493,Ranma ½: Akumu! Shunmin Kou,"Action, Comedy, Martial Arts, Shounen, Supernatural",OVA,1,7.7,7064
11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,8.21,260062
5391,Pico to Chico,"Hentai, Yaoi",OVA,1,5.19,29463
24789,Shoko Nakagawa Prism Tour Special,Music,Special,1,5.55,149
33533,Tokyo Onlypic,"Comedy, Parody, Sports",Movie,1,6.33,29
9328,Shoujo Senki Soul Eater,Hentai,OVA,1,6.76,6706
3265,Princess Tutu Recaps,"Comedy, Magic, Romance, Shoujo",Special,3,6.75,3999
3541,Kouin Tenshi: Haitoku no Lycéenne,Hentai,OVA,1,4.99,652
11841,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",TV,18,7.24,366
20555,SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12,6.26,45748
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,"Action, Comedy, Ecchi, Shoujo Ai",Special,1,6.66,19147
5715,Arcade Gamer Fubuki Extra,"Action, Adventure, Comedy, Ecchi, Game, Parody, School",Special,1,4.96,1039
6060,Ichigatsu ni wa Christmas,Romance,OVA,1,5.93,247
7192,Choujikuu Romanesque Samy: Missing 99,"Action, Sci-Fi",OVA,1,4.9,508
28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.91,193566
5118,Suzumiya Haruhi-chan no Yuuutsu,"Comedy, Parody",ONA,25,7.63,70416
1385,Kurohime: Shikkoku no Yakata,Hentai,OVA,2,6.05,2377
5147,Comic Party Revolution OVA,Comedy,OVA,4,6.67,2237
30010,Frame Arms: A Violent Struggle,Mecha,OVA,1,4.22,234
7071,Shoujouji no Tanuki-bayashi,Kids,Movie,1,4.74,475
16393,Norakuro-kun,"Comedy, Mystery",TV,50,7.17,114
24199,Oosouji,Music,Music,1,5.73,346
29970,Yell,Music,Music,1,5.46,55
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327
1825,Hadashi no Gen 2,"Drama, Historical, Shounen",Movie,1,7.5,4910
649,Hanaukyou Maid-tai: La Verite,"Comedy, Ecchi, Harem, Romance",TV,12,6.91,14069
27967,Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi",OVA,1,6.59,6920
32665,Historical,"Adventure, Historical",ONA,Unknown,5.58,202
430,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Movie,1,7.74,186465
2365,Grandeek,"Adventure, Fantasy, Magic",OVA,1,5.89,896
4026,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,"Action, Adventure, Fantasy, Kids",Movie,1,7.1,32654
10763,Robot Taekwon V,"Action, Mecha",Movie,1,5.11,191
3980,Bi-Indoushi Miija: Injoku no Gakuen,Hentai,OVA,2,5.43,1158
6226,Utawarerumono Recaps,"Action, Drama, Fantasy",Special,2,6.62,2667
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,"Action, Fantasy, Magic, Shoujo",Movie,1,7.61,2842
33948,Hinako Note,"Comedy, Slice of Life",TV,Unknown,,909
1665,Babel Nisei (1992),"Action, Mecha, Sci-Fi",OVA,4,6.02,1074
5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,7.52,110470
6883,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"Comedy, Fantasy, Supernatural",Special,1,6.71,2484
6095,Azuki-chan the Movie,"Comedy, Romance, Shoujo, Slice of Life",Movie,1,6.3,390
2810,Anime Himitsu no Hanazono,"Drama, Historical, Kids, Shoujo",TV,39,7.11,2188
3962,Chocolate Underground,"Comedy, Kids",ONA,13,6.28,9351
30204,Ryoukan-san,Historical,Movie,1,5.4,55
7769,Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",TV,12,7.38,145982
6016,Kyoushoku Soukou Guyver (1989),"Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090
19481,Juujika You and I,"Mecha, Music, Sci-Fi",Music,1,5.56,244
952,Magical Nyan Nyan Taruto,"Comedy, Magic",TV,12,6.44,3693
7303,Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.74,3603
33420,RESTART POiNTER,Music,Music,1,6.91,364
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,6.83,52264
22163,Natsu no Shisen 1942,Dementia,Movie,1,4.9,167
1811,Bounty Dog: Getsumen no Ibu,"Action, Sci-Fi, Space",OVA,2,5.75,1752
10044,Brave Fire S0.9,"Mecha, Sci-Fi",Special,1,5.88,144
2234,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",TV,30,6.56,1358
22585,Nukko.,Comedy,TV,Unknown,6.4,113
29361,Kareshi wa Hammerhead Shark,"Comedy, Kids, Slice of Life",TV,Unknown,3.78,120
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,"Drama, Josei",TV,Unknown,,8585
18893,Aoki Hagane no Arpeggio: Ars Nova,"Action, Sci-Fi, Seinen",TV,12,7.55,84708
33910,Marine Bloomin&#039;,Music,Music,1,5.72,123
5872,Doubutsu Mura no Sports Day,Action,Movie,1,5.18,448
31643,Mr. Deniroo in Henteko Mushi,"Comedy, Kids, Slice of Life",Special,1,4.4,52
3710,Hakaba Kitarou,"Horror, Supernatural",TV,11,7.01,6649
5620,Uchuu Enban Dai-Sensou,"Action, Mecha, Romance",Movie,1,5.94,557
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,"Comedy, Shounen",OVA,1,6.08,125
156,X,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,24,7.56,51004
2647,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",Movie,1,6.49,178
2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",OVA,1,6.3,1048
10850,Seibu Tetsudou Ekiin Tako-chan,"Comedy, Parody, Police, Slice of Life",ONA,12,4.12,99
9239,Scoopers,"Action, Sci-Fi",OVA,1,6.08,195
21635,GJ-bu@,"Comedy, School, Slice of Life",Special,1,7.34,18894
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Romance, School",Movie,1,7.47,35058
1184,Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.1,9293
15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen",ONA,20,6.84,15032
30079,Kirin no Otenki Mama-san,Fantasy,Special,12,3.53,109
122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52,8.08,59374
13089,Hana to Mogura,Comedy,Movie,1,5.76,210
32289,Anison Nippon,"Action, Sci-Fi",ONA,1,5.4,209
16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1,5.64,78
5834,Kyojin no Hoshi,"Drama, Sports",TV,182,7.12,729
33728,Chain Chronicle: Haecceitas no Hikari Part 1,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,6.67,5589
1597,Panyo Panyo Di Gi Charat,Comedy,TV,48,6.89,3207
24669,Son Gokuu Silk Road wo Tobu!!,"Adventure, Fantasy",Special,1,5.33,68
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.43,13842
2068,Sousei Kishi Gaiarth,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.31,1104
17102,Lolling Seutajeu,"Kids, Sports",TV,26,5.6,84
598,Jinzou Ningen Kikaider The Animation,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,13,7.09,5881
4752,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.53,198492
505,Fushigiboshi no☆Futagohime,"Comedy, Magic, Shoujo",TV,51,7.45,5074
69,Cluster Edge,"Action, Fantasy, Military, Sci-Fi",TV,25,6.48,6995
1828,Catblue: Dynamite,"Action, Fantasy",ONA,1,6.3,1311
29353,Kimi wa Tomodachi,"Adventure, Fantasy, Music",Music,1,5.63,99
30367,Lemon Home Animation Gekijou,Comedy,Special,2,4.65,254
1985,UFO Robo Grendizer,"Mecha, Sci-Fi, Shounen",TV,74,7.66,4381
9770,Hello Kitty no Stump Village,"Fantasy, Kids",TV,26,5.67,210
10013,Shouwa Monogatari (Movie),"Drama, Historical",Movie,1,6.49,878
21471,Mirai Koushi Harima SACLA,"Music, Sci-Fi",ONA,1,5.58,577
96,Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",TV,49,7.62,36338
10407,Shimanchu MiRiKa,Slice of Life,Special,1,5.72,267
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",TV,12,6.57,8213
21547,Shin Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,6,5.0,69
2028,Zettai Muteki Raijin-Oh (1992),"Mecha, Sci-Fi, Shounen",OVA,4,6.68,224
12049,Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.7,77560
31853,Biohazard: Vendetta,"Action, Horror, Sci-Fi",Movie,1,,2290
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,7.73,235684
31476,Wake up!! Tamala,"Fantasy, Psychological",Movie,1,5.54,123
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13,6.6,7440
28109,Kuzuryuugawa to Shounen,"Drama, Historical",OVA,1,7.75,61
25641,Monotonous Purgatory,Music,Music,1,6.3,515
25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,6.57,81870
75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,27516
1115,Handsome Girl,"Romance, Shoujo",OVA,1,5.95,1734
3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5,7.56,99463
16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural",TV,13,7.65,20640
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.49,85361
1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",TV,24,7.21,16922
32899,Watashi ga Motete Dousunda,"Comedy, Harem, Romance, School, Shoujo",TV,12,7.64,57638
31530,Classroom☆Crisis Special,"School, Sci-Fi",Special,1,6.5,2738
9005,To Heart 2 Adnext,"Comedy, Harem, Romance",OVA,2,6.95,2826
31196,Cardfight!! Vanguard G: GIRS Crisis-hen,"Action, Game, Shounen",TV,26,7.07,3060
30016,Nanbaka,"Action, Comedy, Drama",TV,13,7.19,57325
22575,Ahiru no Pekkle no Minikui Ahiru no Ko,"Fantasy, Kids",OVA,1,5.25,114
3058,Darling,Hentai,OVA,3,6.69,3600
33878,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om","Comedy, Police",Special,1,7.05,101
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,"Action, Adventure, Samurai, Shounen",Movie,1,5.8,90
2460,Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance",Movie,1,7.49,3109
6055,F,"Cars, Shounen, Sports",TV,31,6.93,816
13431,Himitsukessha Taka no Tsume NEO,"Comedy, Parody, Super Power",TV,38,6.62,151
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.31,88164
7244,Hyakka Zukan,Comedy,Movie,1,5.56,446
7712,Kansen 2: Inzai Toshi,Hentai,OVA,2,6.55,2754
30829,Love Live! School Idol Project 2nd Season Recap,"Music, School, Slice of Life",OVA,1,7.5,3213
659,Azumanga Daioh: Gekijou Tanpen,"Comedy, School, Slice of Life",Special,1,7.11,28941
33377,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Mystery,TV,24,6.64,52260
29293,Isu,Dementia,Movie,1,4.79,259
8815,Domo TV,Comedy,TV,26,6.57,832
11813,Shijou Saikyou no Deshi Kenichi OVA,"Action, Comedy, Martial Arts, School, Shounen",OVA,11,8.02,24167
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663
26219,Tabidachi no Hi ni,"Drama, Kids",OVA,1,8.33,44
8752,Message Song,Music,Music,1,5.55,168
